Синоптический_индекс_станции,Локация,Широта,Долгота,Подъем,Дата_по_Гринвичу,Сумма_осадков,Средняя_температура
32053,Ноглики,51.92,143.13,35,1980-11-13T12:00:00Z,21,-5.45
32053,Ноглики,51.92,143.13,35,1980-12-13T03:00:00Z,20.5,-1.275
32053,Ноглики,51.92,143.13,35,1981-12-13T12:00:00Z,20.1,-3
32053,Ноглики,51.92,143.13,35,1982-10-25T15:00:00Z,26.7,-1.025
32053,Ноглики,51.92,143.13,35,1983-10-20T06:00:00Z,27.9,-2.525
32053,Ноглики,51.92,143.13,35,2003-05-07T12:00:00Z,21.9,-0.9750000000000001
32053,Ноглики,51.92,143.13,35,2006-02-27T00:00:00Z,20.2,-10.100000000000001
32053,Ноглики,51.92,143.13,35,2015-01-27T00:00:00Z,26.7,-8.025
32061,Александровск-Сахалинский,50.9,142.17,30,1979-04-10T12:00:00Z,24.799999999999997,-2.575
32061,Александровск-Сахалинский,50.9,142.17,30,2010-11-22T18:00:00Z,20.3,-2.1
32071,Тымовское,50.7,142.7,94,1987-02-26T00:00:00Z,24.6,-11.375
32071,Тымовское,50.7,142.7,94,1990-11-20T21:00:00Z,28.4,-5.25
32071,Тымовское,50.7,142.7,94,1999-10-16T12:00:00Z,25.5,-1.775
32076,Пограничное,50.4,143.8,6,1979-02-11T00:00:00Z,38,-5
32076,Пограничное,50.4,143.8,6,1980-12-12T15:00:00Z,20.6,-0.65
32076,Пограничное,50.4,143.8,6,1980-12-14T00:00:00Z,27.1,-0.65
32076,Пограничное,50.4,143.8,6,1981-05-14T12:00:00Z,21.3,-0.2
32076,Пограничное,50.4,143.8,6,1982-04-17T15:00:00Z,23.4,-0.25
32076,Пограничное,50.4,143.8,6,1982-04-18T03:00:00Z,20.6,-0.3
32076,Пограничное,50.4,143.8,6,1986-01-04T12:00:00Z,22,-10.125
32076,Пограничное,50.4,143.8,6,1989-05-14T15:00:00Z,29.4,-0.5
32076,Пограничное,50.4,143.8,6,1990-12-23T06:00:00Z,31,-0.3
32076,Пограничное,50.4,143.8,6,1991-05-01T06:00:00Z,26.1,-0.4
32076,Пограничное,50.4,143.8,6,1992-04-29T06:00:00Z,20.3,-0.17500000000000002
32076,Пограничное,50.4,143.8,6,1992-04-30T12:00:00Z,25.4,-0.375
32076,Пограничное,50.4,143.8,6,1992-05-01T12:00:00Z,27.1,-0.5
32076,Пограничное,50.4,143.8,6,1993-04-06T12:00:00Z,27.5,-1.275
32076,Пограничное,50.4,143.8,6,1993-12-22T00:00:00Z,28.8,-0.7749999999999999
32076,Пограничное,50.4,143.8,6,1994-04-02T00:00:00Z,22.4,-2.85
32076,Пограничное,50.4,143.8,6,1997-03-01T00:00:00Z,45.3,-6.975
32076,Пограничное,50.4,143.8,6,2002-04-17T12:00:00Z,23.8,-0.9
32076,Пограничное,50.4,143.8,6,2003-01-28T12:00:00Z,23.9,-4
32076,Пограничное,50.4,143.8,6,2004-04-20T12:00:00Z,39.9,-0.975
32076,Пограничное,50.4,143.8,6,2004-11-15T21:00:00Z,20.5,-1.8
32076,Пограничное,50.4,143.8,6,2010-04-01T12:00:00Z,23.6,-2.1999999999999997
32076,Пограничное,50.4,143.8,6,2010-05-07T00:00:00Z,21.6,-0.475
32076,Пограничное,50.4,143.8,6,2010-12-24T00:00:00Z,35.2,-0.625
32076,Пограничное,50.4,143.8,6,2010-12-24T12:00:00Z,29.3,-0.775
32076,Пограничное,50.4,143.8,6,2011-04-02T00:00:00Z,20.4,-1.0250000000000001
32076,Пограничное,50.4,143.8,6,2013-04-07T12:00:00Z,36.6,-1.225
32076,Пограничное,50.4,143.8,6,2013-04-08T00:00:00Z,43.5,-0.85
32076,Пограничное,50.4,143.8,6,2013-12-10T12:00:00Z,38.1,-1.375
32076,Пограничное,50.4,143.8,6,2014-04-05T00:00:00Z,23.7,-1.7750000000000001
32076,Пограничное,50.4,143.8,6,2015-03-10T12:00:00Z,22.9,-0.8500000000000001
32088,Углегорск,49.07,142.03,39,1980-03-11T00:00:00Z,23.799999999999997,-9.875
32088,Углегорск,49.07,142.03,39,1983-01-08T12:00:00Z,22.5,-7.85
32088,Углегорск,49.07,142.03,39,2007-03-11T12:00:00Z,28.1,-3.2
32098,Поронайск,49.2,143.1,7,1977-03-24T00:00:00Z,25,-4.05
32098,Поронайск,49.2,143.1,7,1989-11-28T12:00:00Z,22.3,-0.675
32098,Поронайск,49.2,143.1,7,1993-04-02T12:00:00Z,22.4,-1.025
32098,Поронайск,49.2,143.1,7,1994-02-21T12:00:00Z,46.6,-4.25
32098,Поронайск,49.2,143.1,7,1994-03-09T00:00:00Z,22.4,-1.7
32098,Поронайск,49.2,143.1,7,1994-04-12T12:00:00Z,25.8,-0.45
32098,Поронайск,49.2,143.1,7,2005-11-29T21:00:00Z,22.8,-0.1
32098,Поронайск,49.2,143.1,7,2009-03-22T12:00:00Z,20.4,-2.0500000000000003
32098,Поронайск,49.2,143.1,7,2011-04-23T12:00:00Z,24.2,-0.625
32098,Поронайск,49.2,143.1,7,2013-04-07T18:00:00Z,24,-0.525
32098,Поронайск,49.2,143.1,7,2015-12-03T12:00:00Z,28.4,-2.075
32121,Ильинский,48,142.2,17,1983-01-08T12:00:00Z,24.1,-7.125
32121,Ильинский,48,142.2,17,1990-02-12T12:00:00Z,20.8,-6.55
32121,Ильинский,48,142.2,17,2001-03-05T00:00:00Z,20.7,-8.85
32121,Ильинский,48,142.2,17,2002-01-22T00:00:00Z,24.6,-0.875
32121,Ильинский,48,142.2,17,2007-03-05T12:00:00Z,21.7,-5
32121,Ильинский,48,142.2,17,2007-03-12T00:00:00Z,23.9,-2.9499999999999997
32121,Ильинский,48,142.2,17,2009-02-15T12:00:00Z,23.6,-4.575
32145,Невельск,46.67,141.87,22,1982-11-24T12:00:00Z,22.9,-2.45
32145,Невельск,46.67,141.87,22,1988-11-24T15:00:00Z,52.8,-0.4
32145,Невельск,46.67,141.87,22,1999-12-17T06:00:00Z,20.7,-1.25
32145,Невельск,46.67,141.87,22,2001-03-04T12:00:00Z,47.3,-2.975
32145,Невельск,46.67,141.87,22,2002-11-21T00:00:00Z,25.6,-3.8
32145,Невельск,46.67,141.87,22,2003-01-04T00:00:00Z,24.6,-2.975
32145,Невельск,46.67,141.87,22,2004-01-22T00:00:00Z,44,-0.625
32145,Невельск,46.67,141.87,22,2005-12-18T06:00:00Z,44.5,-0.6333333333333333
32145,Невельск,46.67,141.87,22,2013-11-10T09:00:00Z,27.4,-1.75
32149,Мыс_Крильон,45.9,142.08,34,1978-02-01T03:00:00Z,23.9,-10.5
32149,Мыс_Крильон,45.9,142.08,34,1980-01-14T12:00:00Z,29.799999999999997,-5.8
32149,Мыс_Крильон,45.9,142.08,34,1981-11-27T12:00:00Z,20.5,-3.95
32149,Мыс_Крильон,45.9,142.08,34,1991-12-28T12:00:00Z,22.1,-2.5
32149,Мыс_Крильон,45.9,142.08,34,1993-01-28T12:00:00Z,22.7,-0.325
32149,Мыс_Крильон,45.9,142.08,34,1994-03-24T00:00:00Z,23.1,-1.45
32149,Мыс_Крильон,45.9,142.08,34,1994-03-24T12:00:00Z,30.6,-2.35
32149,Мыс_Крильон,45.9,142.08,34,1996-03-31T12:00:00Z,23.2,-1.675
32149,Мыс_Крильон,45.9,142.08,34,1996-12-05T12:00:00Z,22.8,-0.5
32149,Мыс_Крильон,45.9,142.08,34,2004-01-10T12:00:00Z,26.5,-1.575
32149,Мыс_Крильон,45.9,142.08,34,2004-01-13T00:00:00Z,26.9,-3.875
32149,Мыс_Крильон,45.9,142.08,34,2004-01-23T00:00:00Z,21.5,-2.575
32149,Мыс_Крильон,45.9,142.08,34,2009-01-19T00:00:00Z,21.9,-1.65
32149,Мыс_Крильон,45.9,142.08,34,2009-02-14T00:00:00Z,21.2,-2
32149,Мыс_Крильон,45.9,142.08,34,2010-03-21T00:00:00Z,22.5,-1.925
32149,Мыс_Крильон,45.9,142.08,34,2012-04-03T12:00:00Z,24,-2.325
32149,Мыс_Крильон,45.9,142.08,34,2013-03-01T12:00:00Z,20.2,-4.1
32149,Мыс_Крильон,45.9,142.08,34,2014-12-17T00:00:00Z,32.7,-0.475
32149,Мыс_Крильон,45.9,142.08,34,2015-02-27T00:00:00Z,31.5,-1.9
32149,Мыс_Крильон,45.9,142.08,34,2015-03-23T12:00:00Z,41.6,-2.15
32150,Южно-Сахалинск,46.95,142.72,22,1979-02-01T00:00:00Z,21.5,-12.924999999999999
32150,Южно-Сахалинск,46.95,142.72,22,2003-01-04T12:00:00Z,21.8,-6.15
32150,Южно-Сахалинск,46.95,142.72,22,2011-04-16T18:00:00Z,22.3,-0.30000000000000004
32150,Южно-Сахалинск,46.95,142.72,22,2012-04-04T00:00:00Z,24.3,-2.9
32150,Южно-Сахалинск,46.95,142.72,22,2012-12-06T21:00:00Z,20.7,-0.5
32150,Южно-Сахалинск,46.95,142.72,22,2013-11-10T09:00:00Z,29.8,-2.15
32150,Южно-Сахалинск,46.95,142.72,22,2014-04-04T12:00:00Z,23.6,-3.175
32165,Южно-Курильск,44.02,145.87,44,1978-03-01T09:00:00Z,21.2,-6.9
32165,Южно-Курильск,44.02,145.87,44,1979-03-30T12:00:00Z,22,-1.65
32165,Южно-Курильск,44.02,145.87,44,1979-04-30T21:00:00Z,25.2,-0.3
32165,Южно-Курильск,44.02,145.87,44,1980-01-14T00:00:00Z,32.5,-0.775
32165,Южно-Курильск,44.02,145.87,44,1980-03-11T00:00:00Z,25.4,-6.775
32165,Южно-Курильск,44.02,145.87,44,1999-03-22T00:00:00Z,21.9,-5.25
32165,Южно-Курильск,44.02,145.87,44,2001-03-26T21:00:00Z,28,-1.0250000000000001
32165,Южно-Курильск,44.02,145.87,44,2003-03-28T00:00:00Z,23.5,-0.4
32165,Южно-Курильск,44.02,145.87,44,2004-02-23T00:00:00Z,20.6,-2.35
32165,Южно-Курильск,44.02,145.87,44,2005-03-17T18:00:00Z,22.5,-0.1
32165,Южно-Курильск,44.02,145.87,44,2014-03-18T00:00:00Z,20.4,-0.875
32165,Южно-Курильск,44.02,145.87,44,2015-02-15T00:00:00Z,22.2,-2.25
32165,Южно-Курильск,44.02,145.87,44,2015-02-27T00:00:00Z,20.8,-0.5
32174,Курильск,45.25,147.88,25,1978-01-22T03:00:00Z,28.200000000000003,-1.825
32174,Курильск,45.25,147.88,25,1978-02-16T00:00:00Z,21.7,-7.5
32174,Курильск,45.25,147.88,25,1978-03-11T03:00:00Z,30.9,-1.25
32174,Курильск,45.25,147.88,25,1979-03-31T00:00:00Z,25.3,-2.5
32174,Курильск,45.25,147.88,25,1981-04-03T09:00:00Z,48.1,-1.35
32174,Курильск,45.25,147.88,25,1983-03-18T00:00:00Z,25.6,-2.6500000000000004
32174,Курильск,45.25,147.88,25,1988-12-28T12:00:00Z,21.3,-1.7000000000000002
32174,Курильск,45.25,147.88,25,1989-12-28T09:00:00Z,23.4,-1.2
32174,Курильск,45.25,147.88,25,1994-02-13T12:00:00Z,20.3,-2.275
32174,Курильск,45.25,147.88,25,1995-01-26T12:00:00Z,25.7,-0.75
32174,Курильск,45.25,147.88,25,1995-01-27T00:00:00Z,49.3,-1.25
32174,Курильск,45.25,147.88,25,1995-01-27T12:00:00Z,36.9,-2.025
32174,Курильск,45.25,147.88,25,1996-03-22T12:00:00Z,25.9,-1.85
32174,Курильск,45.25,147.88,25,1998-12-26T12:00:00Z,20.7,-1.45
32174,Курильск,45.25,147.88,25,1999-12-07T09:00:00Z,30.9,-1
32174,Курильск,45.25,147.88,25,2000-02-16T12:00:00Z,22.8,-1.275
32174,Курильск,45.25,147.88,25,2003-03-04T00:00:00Z,32.1,-4.55
32174,Курильск,45.25,147.88,25,2003-03-08T12:00:00Z,21.1,-3.2
32174,Курильск,45.25,147.88,25,2003-04-06T09:00:00Z,22.3,-0.375
32174,Курильск,45.25,147.88,25,2003-04-06T21:00:00Z,21.7,-1.25
32174,Курильск,45.25,147.88,25,2004-02-03T00:00:00Z,24.6,-0.5499999999999999
32174,Курильск,45.25,147.88,25,2004-02-23T00:00:00Z,20.1,-3.45
32174,Курильск,45.25,147.88,25,2004-12-16T12:00:00Z,21,-1.1
32174,Курильск,45.25,147.88,25,2005-01-30T09:00:00Z,28.4,-2.775
32174,Курильск,45.25,147.88,25,2005-03-25T12:00:00Z,29.4,-3.55
32174,Курильск,45.25,147.88,25,2009-02-14T00:00:00Z,20.3,-0.875
32174,Курильск,45.25,147.88,25,2009-02-20T12:00:00Z,21.8,-1.025
32174,Курильск,45.25,147.88,25,2009-12-21T00:00:00Z,23.3,-2.75
32174,Курильск,45.25,147.88,25,2012-01-23T12:00:00Z,29.7,-0.225
32174,Курильск,45.25,147.88,25,2013-02-08T06:00:00Z,20,-2.425
32174,Курильск,45.25,147.88,25,2014-02-17T12:00:00Z,28.6,-1.35
32174,Курильск,45.25,147.88,25,2014-04-01T00:00:00Z,29.4,-1.7
32174,Курильск,45.25,147.88,25,2014-04-04T21:00:00Z,33.2,-0.65
32174,Курильск,45.25,147.88,25,2015-02-04T12:00:00Z,22.8,-1.525
32174,Курильск,45.25,147.88,25,2015-02-14T12:00:00Z,26.3,-0.975
32174,Курильск,45.25,147.88,25,2015-03-04T21:00:00Z,25.2,-0.95
32174,Курильск,45.25,147.88,25,2016-04-15T09:00:00Z,30.1,-1.075
32213,Мыс_Лопатка,50.87,156.68,48,1978-03-02T03:00:00Z,20.1,-4.7
32213,Мыс_Лопатка,50.87,156.68,48,1981-04-03T12:00:00Z,31.7,-1.2
32213,Мыс_Лопатка,50.87,156.68,48,1981-12-30T15:00:00Z,29.799999999999997,-2.7
32213,Мыс_Лопатка,50.87,156.68,48,1984-02-07T03:00:00Z,24.4,-1.625
32213,Мыс_Лопатка,50.87,156.68,48,1984-02-08T15:00:00Z,27.5,-0.8
32213,Мыс_Лопатка,50.87,156.68,48,1984-02-28T12:00:00Z,20.7,-0.625
32213,Мыс_Лопатка,50.87,156.68,48,1985-12-10T00:00:00Z,25.3,-2.3
32213,Мыс_Лопатка,50.87,156.68,48,1986-04-06T00:00:00Z,44.6,-0.8
32213,Мыс_Лопатка,50.87,156.68,48,1987-04-11T12:00:00Z,22.9,-2.1
32213,Мыс_Лопатка,50.87,156.68,48,1988-03-13T00:00:00Z,66.5,-2.725
32213,Мыс_Лопатка,50.87,156.68,48,1988-03-13T21:00:00Z,45.5,-0.8
32213,Мыс_Лопатка,50.87,156.68,48,1990-02-26T00:00:00Z,21.4,-2.5749999999999997
32213,Мыс_Лопатка,50.87,156.68,48,1994-01-15T12:00:00Z,43,-2.25
32213,Мыс_Лопатка,50.87,156.68,48,1994-02-10T12:00:00Z,51.7,-1.025
32213,Мыс_Лопатка,50.87,156.68,48,2004-01-05T15:00:00Z,20,-0.425
32213,Мыс_Лопатка,50.87,156.68,48,2012-12-31T00:00:00Z,23.9,-1.675
32213,Мыс_Лопатка,50.87,156.68,48,2013-02-09T00:00:00Z,38.9,-1.7
32246,Оссора,59.3,163.17,3,2013-03-10T12:00:00Z,21.9,-4.15
32246,Оссора,59.3,163.17,3,2013-03-25T00:00:00Z,22.9,-2
32252,Усть-Воямполка,58.5,159.17,4,2003-12-18T00:00:00Z,22.7,-9.45
32287,Усть-Хайрюзово,57.08,156.7,3,1988-03-14T09:00:00Z,4006.2,-54.766666666666666
32287,Усть-Хайрюзово,57.08,156.7,3,1988-03-14T21:00:00Z,1235.1,-76.1
32287,Усть-Хайрюзово,57.08,156.7,3,1988-03-15T03:00:00Z,1868.3999999999999,-57.6
32287,Усть-Хайрюзово,57.08,156.7,3,1990-01-24T18:00:00Z,415.9,-13.4
32287,Усть-Хайрюзово,57.08,156.7,3,1990-01-25T12:00:00Z,518.3,-12.1
32287,Усть-Хайрюзово,57.08,156.7,3,1990-01-25T18:00:00Z,1241.4,-50.5
32287,Усть-Хайрюзово,57.08,156.7,3,1990-01-26T06:00:00Z,1343.8000000000002,-41.25
32287,Усть-Хайрюзово,57.08,156.7,3,2005-11-05T18:00:00Z,25.2,-1.225
32363,Эссо,55.9,158.7,481,1981-11-02T06:00:00Z,21.4,-2.15
32363,Эссо,55.9,158.7,481,1986-11-17T12:00:00Z,22.5,-4.625
32389,Ключи,56.32,160.83,28,1984-02-05T03:00:00Z,22.700000000000003,-0.8
32389,Ключи,56.32,160.83,28,1985-02-05T12:00:00Z,30.2,-1.525
32389,Ключи,56.32,160.83,28,1988-03-16T12:00:00Z,21.9,-0.25
32389,Ключи,56.32,160.83,28,1994-01-16T00:00:00Z,22.6,-1.725
32389,Ключи,56.32,160.83,28,1994-01-16T12:00:00Z,20.2,-1.225
32389,Ключи,56.32,160.83,28,1995-02-12T12:00:00Z,25.9,-1.4
32389,Ключи,56.32,160.83,28,2005-01-11T06:00:00Z,22.1,-2.7
32389,Ключи,56.32,160.83,28,2007-02-20T00:00:00Z,20.9,-14.2
32411,Ича,55.58,155.58,5,1982-01-05T12:00:00Z,21.5,-3.5500000000000003
32411,Ича,55.58,155.58,5,1987-05-13T21:00:00Z,22.7,-0.1
32411,Ича,55.58,155.58,5,1990-02-23T12:00:00Z,23.3,-1.625
32447,Долиновка,55.12,159.07,101,2002-11-14T12:00:00Z,22.2,-0.675
32447,Долиновка,55.12,159.07,101,2003-12-20T00:00:00Z,20.2,-5.65
32447,Долиновка,55.12,159.07,101,2007-02-20T12:00:00Z,23.7,-11.625
32447,Долиновка,55.12,159.07,101,2007-02-28T12:00:00Z,22.8,-8.625
32447,Долиновка,55.12,159.07,101,2007-03-01T00:00:00Z,22.9,-4.9
32447,Долиновка,55.12,159.07,101,2007-03-01T12:00:00Z,23.5,-4.85
32447,Долиновка,55.12,159.07,101,2014-10-29T00:00:00Z,25.1,-1.125
32477,Соболево,54.3,155.93,25,1982-01-05T12:00:00Z,20,-1.45
32477,Соболево,54.3,155.93,25,1998-10-16T21:00:00Z,27.5,-1.9
32477,Соболево,54.3,155.93,25,2007-11-15T12:00:00Z,20.3,-1.3
32509,Семячик,54.1,159.98,28,1977-01-29T12:00:00Z,32.2,-1.2
32509,Семячик,54.1,159.98,28,1977-03-10T00:00:00Z,24.2,-2.2
32509,Семячик,54.1,159.98,28,1977-12-01T09:00:00Z,52.3,-0.125
32509,Семячик,54.1,159.98,28,1978-12-05T12:00:00Z,20.1,-3.025
32509,Семячик,54.1,159.98,28,1979-02-02T15:00:00Z,21.299999999999997,-2.0500000000000003
32509,Семячик,54.1,159.98,28,1979-02-03T03:00:00Z,30.700000000000003,-1.75
32509,Семячик,54.1,159.98,28,1979-03-12T12:00:00Z,22,-3.05
32509,Семячик,54.1,159.98,28,1980-01-30T03:00:00Z,20.700000000000003,-0.625
32509,Семячик,54.1,159.98,28,1980-02-01T00:00:00Z,24.4,-1.9249999999999998
32509,Семячик,54.1,159.98,28,1980-02-03T06:00:00Z,27.8,-0.375
32509,Семячик,54.1,159.98,28,1980-02-28T15:00:00Z,23.8,-1.425
32509,Семячик,54.1,159.98,28,1980-03-11T12:00:00Z,26.5,-2.2
32509,Семячик,54.1,159.98,28,1980-03-31T03:00:00Z,20.6,-2.775
32509,Семячик,54.1,159.98,28,1982-01-06T00:00:00Z,21.099999999999998,-0.2
32509,Семячик,54.1,159.98,28,1984-01-18T18:00:00Z,20.5,-0.3333333333333333
32509,Семячик,54.1,159.98,28,1984-02-04T21:00:00Z,25.6,-0.75
32509,Семячик,54.1,159.98,28,1984-02-29T00:00:00Z,37.6,-0.4
32509,Семячик,54.1,159.98,28,1984-12-22T12:00:00Z,27.400000000000002,-3.75
32509,Семячик,54.1,159.98,28,1985-02-05T00:00:00Z,21.3,-1.1
32509,Семячик,54.1,159.98,28,1985-02-12T00:00:00Z,25.5,-0.7
32509,Семячик,54.1,159.98,28,1985-02-12T12:00:00Z,27.799999999999997,-0.475
32509,Семячик,54.1,159.98,28,1985-02-13T12:00:00Z,20.200000000000003,-0.4
32509,Семячик,54.1,159.98,28,1986-01-03T00:00:00Z,27.1,-1.825
32509,Семячик,54.1,159.98,28,1986-01-06T00:00:00Z,29,-1.7
32509,Семячик,54.1,159.98,28,1986-01-16T00:00:00Z,20.5,-1.5
32509,Семячик,54.1,159.98,28,1986-01-17T09:00:00Z,23,-0.4
32509,Семячик,54.1,159.98,28,1986-01-19T12:00:00Z,27.1,-0.47500000000000003
32509,Семячик,54.1,159.98,28,1986-03-18T00:00:00Z,21.1,-2.95
32509,Семячик,54.1,159.98,28,1986-04-06T12:00:00Z,34.8,-0.7
32509,Семячик,54.1,159.98,28,1987-05-02T00:00:00Z,24.1,-0.55
32509,Семячик,54.1,159.98,28,1988-01-23T12:00:00Z,20.1,-4.625
32509,Семячик,54.1,159.98,28,1988-01-24T00:00:00Z,41.4,-0.725
32509,Семячик,54.1,159.98,28,1988-01-24T12:00:00Z,27.4,-0.425
32509,Семячик,54.1,159.98,28,1988-03-13T12:00:00Z,27.4,-4.25
32509,Семячик,54.1,159.98,28,1988-03-16T00:00:00Z,27.3,-0.825
32509,Семячик,54.1,159.98,28,1988-12-02T12:00:00Z,22.6,-1.1500000000000001
32509,Семячик,54.1,159.98,28,1989-03-17T12:00:00Z,21.4,-0.725
32509,Семячик,54.1,159.98,28,1989-04-04T12:00:00Z,39.9,-0.175
32509,Семячик,54.1,159.98,28,1989-04-05T09:00:00Z,36,-0.9
32509,Семячик,54.1,159.98,28,1990-01-25T12:00:00Z,23,-1.7000000000000002
32509,Семячик,54.1,159.98,28,1990-03-05T12:00:00Z,26,-2.725
32509,Семячик,54.1,159.98,28,1990-04-09T21:00:00Z,22.1,-0.3
32509,Семячик,54.1,159.98,28,1991-03-25T00:00:00Z,27.9,-1.575
32509,Семячик,54.1,159.98,28,1991-04-19T03:00:00Z,26,-0.35
32509,Семячик,54.1,159.98,28,1992-02-21T12:00:00Z,25,-0.9
32509,Семячик,54.1,159.98,28,1992-02-22T00:00:00Z,28.2,-0.525
32509,Семячик,54.1,159.98,28,1993-04-26T09:00:00Z,38.5,-0.35
32509,Семячик,54.1,159.98,28,1994-01-15T12:00:00Z,20.4,-3.125
32509,Семячик,54.1,159.98,28,1994-01-16T00:00:00Z,28,-1.175
32509,Семячик,54.1,159.98,28,1994-02-11T00:00:00Z,34.3,-1.1
32509,Семячик,54.1,159.98,28,1994-02-11T12:00:00Z,24.8,-0.525
32509,Семячик,54.1,159.98,28,1994-02-14T00:00:00Z,28.9,-1.1749999999999998
32509,Семячик,54.1,159.98,28,1994-04-09T00:00:00Z,25.2,-0.9
32509,Семячик,54.1,159.98,28,1994-04-14T00:00:00Z,26.1,-1
32509,Семячик,54.1,159.98,28,1994-04-18T12:00:00Z,25.3,-0.75
32509,Семячик,54.1,159.98,28,1994-04-19T18:00:00Z,26.8,-0.15000000000000002
32509,Семячик,54.1,159.98,28,1995-03-05T00:00:00Z,31.7,-0.4
32509,Семячик,54.1,159.98,28,1995-03-05T12:00:00Z,28.5,-0.575
32509,Семячик,54.1,159.98,28,1995-03-25T12:00:00Z,25.7,-4.15
32509,Семячик,54.1,159.98,28,1995-03-26T00:00:00Z,28.6,-2.05
32509,Семячик,54.1,159.98,28,1999-12-15T00:00:00Z,30.9,-0.8
32509,Семячик,54.1,159.98,28,1999-12-22T12:00:00Z,30.4,-3.35
32509,Семячик,54.1,159.98,28,1999-12-23T00:00:00Z,33.4,-2.375
32509,Семячик,54.1,159.98,28,2000-11-29T06:00:00Z,20.1,-0.375
32509,Семячик,54.1,159.98,28,2002-03-31T12:00:00Z,55.1,-0.65
32509,Семячик,54.1,159.98,28,2002-04-04T00:00:00Z,57.9,-0.225
32509,Семячик,54.1,159.98,28,2002-04-04T12:00:00Z,51.5,-0.2
32509,Семячик,54.1,159.98,28,2002-04-07T12:00:00Z,77.3,-0.2
32509,Семячик,54.1,159.98,28,2003-02-12T12:00:00Z,27.9,-1.825
32509,Семячик,54.1,159.98,28,2004-11-27T12:00:00Z,21.8,-1.675
32509,Семячик,54.1,159.98,28,2004-12-11T12:00:00Z,25.7,-4.025
32509,Семячик,54.1,159.98,28,2005-01-11T00:00:00Z,21.7,-0.2
32509,Семячик,54.1,159.98,28,2005-02-02T00:00:00Z,22.4,-1
32509,Семячик,54.1,159.98,28,2007-02-20T00:00:00Z,32.9,-3
32509,Семячик,54.1,159.98,28,2007-03-04T12:00:00Z,25.3,-0.425
32509,Семячик,54.1,159.98,28,2007-12-15T12:00:00Z,22.7,-1.175
32509,Семячик,54.1,159.98,28,2008-01-10T12:00:00Z,23.1,-3.8499999999999996
32509,Семячик,54.1,159.98,28,2008-02-28T12:00:00Z,28.8,-1
32509,Семячик,54.1,159.98,28,2009-12-04T12:00:00Z,24.5,-3.575
32509,Семячик,54.1,159.98,28,2010-04-14T12:00:00Z,32.1,-3.75
32509,Семячик,54.1,159.98,28,2011-11-03T21:00:00Z,24.6,-0.6666666666666666
32509,Семячик,54.1,159.98,28,2012-03-19T00:00:00Z,27.8,-1.25
32509,Семячик,54.1,159.98,28,2013-02-03T12:00:00Z,28.2,-1.875
32509,Семячик,54.1,159.98,28,2013-03-22T00:00:00Z,24.1,-1.3
32509,Семячик,54.1,159.98,28,2013-04-12T00:00:00Z,32,-0.575
32509,Семячик,54.1,159.98,28,2014-01-31T12:00:00Z,25.3,-2.725
32509,Семячик,54.1,159.98,28,2014-02-09T00:00:00Z,27.1,-0.75
32509,Семячик,54.1,159.98,28,2014-02-09T12:00:00Z,45.9,-0.65
32509,Семячик,54.1,159.98,28,2014-02-10T00:00:00Z,21.9,-0.55
32509,Семячик,54.1,159.98,28,2014-02-14T00:00:00Z,23.9,-0.5
32509,Семячик,54.1,159.98,28,2015-01-28T12:00:00Z,25.2,-0.35000000000000003
32509,Семячик,54.1,159.98,28,2015-03-19T00:00:00Z,24.1,-0.55
32509,Семячик,54.1,159.98,28,2015-12-26T12:00:00Z,28.4,-1.2
32539,Начики,53.1,157.7,317,1977-01-29T12:00:00Z,26.2,-6.025
32539,Начики,53.1,157.7,317,1978-11-20T12:00:00Z,25.799999999999997,-0.625
32539,Начики,53.1,157.7,317,1979-11-29T12:00:00Z,22.8,-1.175
32539,Начики,53.1,157.7,317,1980-01-11T21:00:00Z,34.3,-0.2
32539,Начики,53.1,157.7,317,1980-02-02T03:00:00Z,20,-3.375
32539,Начики,53.1,157.7,317,1980-02-02T15:00:00Z,21.200000000000003,-4.625
32539,Начики,53.1,157.7,317,1980-02-03T03:00:00Z,35.5,-1.85
32539,Начики,53.1,157.7,317,1981-01-25T12:00:00Z,23.5,-9.45
32539,Начики,53.1,157.7,317,1982-12-31T18:00:00Z,23.9,-0.825
32539,Начики,53.1,157.7,317,1983-12-01T12:00:00Z,24.7,-0.675
32539,Начики,53.1,157.7,317,1984-01-16T12:00:00Z,22.3,-3.425
32539,Начики,53.1,157.7,317,1984-02-03T12:00:00Z,20.2,-11.475
32539,Начики,53.1,157.7,317,1984-02-04T12:00:00Z,20.2,-1.175
32539,Начики,53.1,157.7,317,1984-02-05T00:00:00Z,23.6,-1.05
32539,Начики,53.1,157.7,317,1985-02-08T12:00:00Z,30.2,-0.925
32539,Начики,53.1,157.7,317,1985-10-28T00:00:00Z,21,-4.275
32539,Начики,53.1,157.7,317,1986-01-06T00:00:00Z,21.1,-1.7
32539,Начики,53.1,157.7,317,1988-11-11T18:00:00Z,44.7,-0.8750000000000001
32539,Начики,53.1,157.7,317,1989-01-28T12:00:00Z,26.2,-2.275
32539,Начики,53.1,157.7,317,1989-11-14T00:00:00Z,30.4,-4.575
32539,Начики,53.1,157.7,317,1992-02-12T00:00:00Z,24.6,-4.1
32539,Начики,53.1,157.7,317,1992-02-22T00:00:00Z,21.1,-1.85
32539,Начики,53.1,157.7,317,1993-04-16T12:00:00Z,22.2,-1.225
